SheetCaption,DSSupervisor,Salesman,Retailer Hierarchy 1,Retailer Hieararchy 2,Retailer Hierarchy 3,Retailer Code,Retailer Name,Address 1,Sales Invoice Number,Sales Invoice Date,Actual Delivery Date,Delivery Status,Company Product Code,Brand_Caption,Mother Pack Name,Dist. Product Code,Product Name,Batch,MRP,Selling Rate,Quantity Billed,Gross Amount,Special Discount,Product Special Discount,Product Scheme Discount,Distributor Discount,Cash Discount,Key Discount,Tax Amount,Net Amount
Detail ,,AMIT,PS:PLANNED SHOPPING,GL:Groceries - Large,GL:Groceries Large - B,582204010147,JAI BHARAT DEP.STORE,SHIVALIK MARKET PUSHPA VIHAR SEC 1,JC46515,2020-10-22,2020-10-22,Delivered,12425381,IN C&B : Nescafe Classic Large Packs,NESCAFE Classic Jar 100g,12425381,NESCAFE CLASSIC Dawn Jar 18x100g N2 IN,Batch 02010452CCM-02010452CC,290,229.68478,3,689.05434,0,0,13.78108,0,0,0,121.54919,796.82245
Detail ,,RAKESH,PS:PLANNED SHOPPING,GS:Groceries - Small,GS:Groceries Small - A,582204010649,RADHEY RADHEY STORE,"ME-9, GREATER KAILASH MARKET ,PART 1",JC46501,2020-10-22,2020-10-22,Delivered,12425381,IN C&B : Nescafe Classic Large Packs,NESCAFE Classic Jar 100g,12425381,NESCAFE CLASSIC Dawn Jar 18x100g N2 IN,Batch 02010452CCM-02010452CC,290,229.68478,3,689.05434,0,0,13.78094,0,0,0,121.54921,796.82261
Detail ,,RAKESH,AS:AD HOC SHOPPING,CV:Convenience,CPP:Petrol Pump,582204000020,NAV-YUG SERVICE STATION,"B-BLK , GK-1",JC46497,2020-10-22,2020-10-22,Delivered,12402539,IN NSB : Lactogen 3,LACTOGEN 3 FU Infant Formula BIB 400g,12402539,LACTOGEN 3 FU IF BIB 24x400g LN020-10 IN,Batch 02240453L3M-02240453L3,310,241.02015,1,241.02015,0,0,0,0,0,0,43.38363,284.40378
Detail ,,Neeraj,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH:Chemists - A,582204000172,GARG MEDICOSE,MAIN MARKET,JC46492,2020-10-22,2020-10-22,Delivered,12402539,IN NSB : Lactogen 3,LACTOGEN 3 FU Infant Formula BIB 400g,12402539,LACTOGEN 3 FU IF BIB 24x400g LN020-10 IN,Batch 02240453L3M-02240453L3,310,241.02015,2,482.0403,0,0,0,0,0,0,86.76725,568.80755
Detail ,,Narsingh,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH:Chemists - A,582204010036,DELHI CHEMIST,NEW DELHI,JC46576,2020-10-22,2020-10-22,Delivered,12402539,IN NSB : Lactogen 3,LACTOGEN 3 FU Infant Formula BIB 400g,12402539,LACTOGEN 3 FU IF BIB 24x400g LN020-10 IN,Batch 02240453L3M-02240453L3,310,241.02015,1,241.02015,0,0,0,0,0,0,43.38363,284.40378
Detail ,,AMIT,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH:Chemists - A,582204010141,MONIKA CHEMIST,J BLOCK SAKET,JC46522,2020-10-22,2020-10-22,Delivered,12402539,IN NSB : Lactogen 3,LACTOGEN 3 FU Infant Formula BIB 400g,12402539,LACTOGEN 3 FU IF BIB 24x400g LN020-10 IN,Batch 02240453L3M-02240453L3,310,241.02015,2,482.0403,0,0,0,0,0,0,86.76725,568.80755
Detail ,,Narsingh,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH:Chemists - A,582204010204,BATRA MEDICOS,"SHOP NO-9,DDA MARKET,OPP GYAN BHARTI SCHOOL,",JC46563,2020-10-22,2020-10-22,Delivered,12402539,IN NSB : Lactogen 3,LACTOGEN 3 FU Infant Formula BIB 400g,12402539,LACTOGEN 3 FU IF BIB 24x400g LN020-10 IN,Batch 02240453L3M-02240453L3,310,241.02015,2,482.0403,0,0,0,0,0,0,86.76725,568.80755
Detail ,,Vikash,PS:PLANNED SHOPPING,GL:Groceries - Large,GL:Groceries Large - B,582204000269,CHOUDHARYS WHOLESALE BAZAAR,"First Floor,25A-1, Govindpuri,New Delhi",JC46475,2020-10-22,2020-10-22,Delivered,12406890,IN CUL : Noodles Oats,MAGGI 2-MINUTE NOODLES Nutri-licious Oats 300g,12406890,MAGGI Nutri-licious Oats Mas 24x290g IN,Batch 02790455KBM-02790455KB,98,79.54545,6,477.2727,0,0,0,0,0,0,57.27272,534.54542
Detail ,,AMIT,PS:PLANNED SHOPPING,GL:Groceries - Large,GL:Groceries Large - B,582204010035,SHRI RADHA DAIRY PANEER BHANDAR,SHIVALIK MARKET PUSHPA VIHAR SEC1,JC46516,2020-10-22,2020-10-22,Delivered,12406890,IN CUL : Noodles Oats,MAGGI 2-MINUTE NOODLES Nutri-licious Oats 300g,12406890,MAGGI Nutri-licious Oats Mas 24x290g IN,Batch 02790455KBM-02790455KB,98,79.54545,24,1909.0908,0,0,0,0,0,0,229.0909,2138.1817
Detail ,,AMIT,PS:PLANNED SHOPPING,GL:Groceries - Large,GL:Groceries Large - B,582204010082,NEW CAKE PALACE,J BLOCK SAKET,JC46523,2020-10-22,2020-10-22,Delivered,12406890,IN CUL : Noodles Oats,MAGGI 2-MINUTE NOODLES Nutri-licious Oats 300g,12406890,MAGGI Nutri-licious Oats Mas 24x290g IN,Batch 02790455KBM-02790455KB,98,79.54545,12,954.5454,0,0,0,0,0,0,114.54545,1069.09085
Detail ,,Neeraj,PS:PLANNED SHOPPING,SM:Supermarkets,T3:Tier 3,582204000183,VALUE  BAZAR,"25-A/1, GOVINDPURI, KALKAJI, NEW DELHI-19",JC46496,2020-10-22,2020-10-22,Delivered,12266195,IN C&B : Nescafe Classic - FS,NESCAFE Classic Bag In Box 500g FS,12266195,NESCAFE CLASSIC Bag Stabilo 12x500g IN,Batch 02460452LAM-02460452LA,1060,839.53767,2,1679.07534,0,0,0,0,0,0,302.23356,1981.3089
Detail ,,RATHI,PS:PLANNED SHOPPING,GL:Groceries - Large,GL1:Groceries  Large - A1,582204000687,GURU NANAK STORE,"42, CENTRAL MERKET",JC46553,2020-10-22,2020-10-22,Delivered,12266195,IN C&B : Nescafe Classic - FS,NESCAFE Classic Bag In Box 500g FS,12266195,NESCAFE CLASSIC Bag Stabilo 12x500g IN,Batch 02460452LAM-02460452LA,1060,839.53767,6,5037.22602,0,0,0,0,0,0,906.70068,5943.9267
Detail ,,PUSHPENDER (GSB),NP:NP,OOH:OOH,COMF:COM:FSR,582204010691,MOOLCHAND PARANTHA ( PARANTHA CORNER ),SHOP NO 4-5-6 MOOLCHAND METRO STATION LPN 4,JC46581,2020-10-23,2020-10-23,Delivered,12374164,IN SSD : Nescafe RTD Cold Coffee,NESCAFE RTD Intense Cafe Cnd 180ml,12374164,NESCAFE RTD Intense Cnd 30x180ml IN,Batch 02567742IAM-02567742IA,50,39.68253,60,2380.9518,0,0,595.23795,0,0,0,214.28566,1999.99951
Detail ,,Neeraj,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH:Chemists - A,582204000234,NASA CHEMIST,"1666/1, SHOP NO. 4, GOVINDPURI EXTN, KALKAJI",JC46491,2020-10-22,2020-10-22,Delivered,12262700,IN NSB : NAN Lo-Lac,NAN LO-LAC Infant Formula BIB 200g,12262700,NAN LO-LAC Infant Formula BIB 24X200g IN,Batch 01690453M1M-01690453M1,245,190.48366,6,1142.90196,0,0,0,0,0,0,205.72235,1348.62431
Detail ,,RAKESH,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH1:Chemists - B,582204000805,SINGH MEDICOS,"SHOP NO.2, M-8 G K-1",JC46505,2020-10-22,2020-10-22,Delivered,12262700,IN NSB : NAN Lo-Lac,NAN LO-LAC Infant Formula BIB 200g,12262700,NAN LO-LAC Infant Formula BIB 24X200g IN,Batch 01690453M1M-01690453M1,245,190.48366,2,380.96732,0,0,0,0,0,0,68.57412,449.54144
Detail ,,Neeraj,PS:PLANNED SHOPPING,GL:Groceries - Large,GL:Groceries Large - B,582204000160,SHRI SAI STORE ,129 TILAK KHAND,JC46486,2020-10-22,2020-10-22,Delivered,12425816,IN SSD : EveryDay DW,EVERYDAY Dairy Whitener Sachet 20g,12425816,NESTLE EVERYDAY DW 384x20g N2 IN,Batch 028404518AM-028404518A,10,8.81834,36,317.46024,0,0,0,0,0,0,15.87301,333.33325
Detail ,,RATHI,PS:PLANNED SHOPPING,GS:Groceries - Small,GS:Groceries Small - A,582204000341,NARENDER STORE,SH L 63 LPN 4,JC46541,2020-10-22,2020-10-22,Delivered,12425816,IN SSD : EveryDay DW,EVERYDAY Dairy Whitener Sachet 20g,12425816,NESTLE EVERYDAY DW 384x20g N2 IN,Batch 028404518AM-028404518A,10,8.81834,24,211.64016,0,0,0,0,0,0,10.58201,222.22217
Detail ,,RATHI,PS:PLANNED SHOPPING,GS:Groceries - Small,GS:Groceries Small - A,582204000369,MANSHA PROV.STORE,"A 178/2,DAYANAND COLONY LPN-IV",JC46539,2020-10-22,2020-10-22,Delivered,12425816,IN SSD : EveryDay DW,EVERYDAY Dairy Whitener Sachet 20g,12425816,NESTLE EVERYDAY DW 384x20g N2 IN,Batch 028404518AM-028404518A,10,8.81834,24,211.64016,0,0,0,0,0,0,10.58201,222.22217
Detail ,,RAKESH,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH:Chemists - A,582204000021,DEZINE COLLECTION PVT. LTD.,"M/40, GK-1 , MKT",JC46499,2020-10-22,2020-10-22,Delivered,12298044,IN NSB : S-26 GOLD Stage 2,S-26 GOLD 2 Can SEOE 400g,12298044,S-26 GOLD 2 Can SEOE 12x400g IN,Batch 93489510B2M-93489510B2,1000,777.48436,6,4664.90616,0,0,0,0,0,0,839.68311,5504.58927
Detail ,,RAKESH,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH:Chemists - A,582204000006,JAGDAMBA MEDICO,6 R BLK GK1,JC46509,2020-10-22,2020-10-22,Delivered,12453041,IN NSB : Cerelac 4,CERELAC STAGE 4 MU Dal Veg BIB 300g,12453041,CERL STG4 MU Dal Veg Poshan24x300g N2 IN,Batch 02360451DBM-02360451DB,257,199.81348,1,199.81348,0,0,0,0,0,0,35.96643,235.77991
Detail ,,Neeraj,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH:Chemists - A,582204000172,GARG MEDICOSE,MAIN MARKET,JC46492,2020-10-22,2020-10-22,Delivered,12453041,IN NSB : Cerelac 4,CERELAC STAGE 4 MU Dal Veg BIB 300g,12453041,CERL STG4 MU Dal Veg Poshan24x300g N2 IN,Batch 02360451DBM-02360451DB,257,199.81348,2,399.62696,0,0,0,0,0,0,71.93285,471.55981
Detail ,,Neeraj,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH1:Chemists - B,582204000247,R. X  SOLUTION,"74/1, GALI NO.1 GOVINDPURI KALKA JI",JC46494,2020-10-22,2020-10-22,Delivered,12453041,IN NSB : Cerelac 4,CERELAC STAGE 4 MU Dal Veg BIB 300g,12453041,CERL STG4 MU Dal Veg Poshan24x300g N2 IN,Batch 02360451DBM-02360451DB,257,199.81348,2,399.62696,0,0,0,0,0,0,71.93285,471.55981
Detail ,,RATHI,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH:Chemists - A,582204000340,SANJEEVNI MEDICOS,j-7 ODS LPN 4,JC46542,2020-10-22,2020-10-22,Delivered,12453041,IN NSB : Cerelac 4,CERELAC STAGE 4 MU Dal Veg BIB 300g,12453041,CERL STG4 MU Dal Veg Poshan24x300g N2 IN,Batch 02360451DBM-02360451DB,257,199.81348,1,199.81348,0,0,0,0,0,0,35.96643,235.77991
Detail ,,RATHI,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH1:Chemists - B,582204000641,AL SHAFA PHARMACY,"E-95,LAJPAAT NAGAR-II",JC46557,2020-10-22,2020-10-22,Delivered,12453041,IN NSB : Cerelac 4,CERELAC STAGE 4 MU Dal Veg BIB 300g,12453041,CERL STG4 MU Dal Veg Poshan24x300g N2 IN,Batch 02360451DBM-02360451DB,257,199.81348,1,199.81348,0,0,0,0,0,0,35.96643,235.77991
Detail ,,Vikash,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH1:Chemists - B,582204000831,FAMILY CHEMIST,"633/7,SHOP NO.2 GOVINDPURI KALKAJI",JC46476,2020-10-22,2020-10-22,Delivered,12453041,IN NSB : Cerelac 4,CERELAC STAGE 4 MU Dal Veg BIB 300g,12453041,CERL STG4 MU Dal Veg Poshan24x300g N2 IN,Batch 02360451DBM-02360451DB,257,199.81348,2,399.62696,0,0,0,0,0,0,71.93285,471.55981
Detail ,,Vikash,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH:Chemists - A,582204000924,KALKA PHARMACY,1552/15 GOVIND PURI,JC46485,2020-10-22,2020-10-22,Delivered,12453041,IN NSB : Cerelac 4,CERELAC STAGE 4 MU Dal Veg BIB 300g,12453041,CERL STG4 MU Dal Veg Poshan24x300g N2 IN,Batch 02360451DBM-02360451DB,257,199.81348,1,199.81348,0,0,0,0,0,0,35.96643,235.77991
Detail ,,Narsingh,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH:Chemists - A,582204010036,DELHI CHEMIST,NEW DELHI,JC46576,2020-10-22,2020-10-22,Delivered,12453041,IN NSB : Cerelac 4,CERELAC STAGE 4 MU Dal Veg BIB 300g,12453041,CERL STG4 MU Dal Veg Poshan24x300g N2 IN,Batch 02360451DBM-02360451DB,257,199.81348,1,199.81348,0,0,0,0,0,0,35.96643,235.77991
Detail ,,Narsingh,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH:Chemists - A,582204010139,SHIVAM MEDICOS,GUPTA MARKET PUSHPAVIHAR 5,JC46573,2020-10-22,2020-10-22,Delivered,12453041,IN NSB : Cerelac 4,CERELAC STAGE 4 MU Dal Veg BIB 300g,12453041,CERL STG4 MU Dal Veg Poshan24x300g N2 IN,Batch 02360451DBM-02360451DB,257,199.81348,1,199.81348,0,0,0,0,0,0,35.96643,235.77991
Detail ,,Narsingh,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH1:Chemists - B,582204010537,sk madical cose,93 sk madical,JC46574,2020-10-22,2020-10-22,Delivered,12453041,IN NSB : Cerelac 4,CERELAC STAGE 4 MU Dal Veg BIB 300g,12453041,CERL STG4 MU Dal Veg Poshan24x300g N2 IN,Batch 02360451DBM-02360451DB,257,199.81348,1,199.81348,0,0,0,0,0,0,35.96643,235.77991
Detail ,,RATHI,PS:PLANNED SHOPPING,GL:Groceries - Large,GL1:Groceries  Large - A1,582204000686,VIJAY STORE,"45, CENTRAL MERKET",JC46555,2020-10-22,2020-10-22,Delivered,12441444,IN C&B : Nescafe Cappuccino,NESCAFE GOLD Cappuccino 25g,12441444,NESCAFE Gold Cappuccino48(5x25g) IN,Batch 021004522AM-021004522A,150,118.8025,6,712.815,0,0,0,0,0,0,128.3067,841.1217
Detail ,,RATHI,PS:PLANNED SHOPPING,GL:Groceries - Large,GL1:Groceries  Large - A1,582204000687,GURU NANAK STORE,"42, CENTRAL MERKET",JC46553,2020-10-22,2020-10-22,Delivered,12441444,IN C&B : Nescafe Cappuccino,NESCAFE GOLD Cappuccino 25g,12441444,NESCAFE Gold Cappuccino48(5x25g) IN,Batch 020204522AM-020204522A,150,118.8025,5,594.0125,0,0,0,0,0,0,106.92225,700.93475
Detail ,,RATHI,PS:PLANNED SHOPPING,GL:Groceries - Large,GL1:Groceries  Large - A1,582204000687,GURU NANAK STORE,"42, CENTRAL MERKET",JC46553,2020-10-22,2020-10-22,Delivered,12441444,IN C&B : Nescafe Cappuccino,NESCAFE GOLD Cappuccino 25g,12441444,NESCAFE Gold Cappuccino48(5x25g) IN,Batch 021004522AM-021004522A,150,118.8025,5,594.0125,0,0,0,0,0,0,106.92225,700.93475
Detail ,,AMIT,PS:PLANNED SHOPPING,GL:Groceries - Large,GL:Groceries Large - B,582204010147,JAI BHARAT DEP.STORE,SHIVALIK MARKET PUSHPA VIHAR SEC 1,JC46515,2020-10-22,2020-10-22,Delivered,12441444,IN C&B : Nescafe Cappuccino,NESCAFE GOLD Cappuccino 25g,12441444,NESCAFE Gold Cappuccino48(5x25g) IN,Batch 020204522AM-020204522A,150,118.8025,1,118.8025,0,0,0,0,0,0,21.38445,140.18695
Detail ,,Neeraj,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH1:Chemists - B,582204000247,R. X  SOLUTION,"74/1, GALI NO.1 GOVINDPURI KALKA JI",JC46494,2020-10-22,2020-10-22,Delivered,12452595,IN NSB : Cerelac 5,CERELAC STG5 5Grains & Veg 300g,12452595,CERELAC STG5 5Grains & Veg 24x300g N1 IN,Batch 02570453A8M-02570453A8,267,207.58832,3,622.76496,0,0,0,0,0,0,112.09769,734.86265
Detail ,,AMIT,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH:Chemists - A,582204010141,MONIKA CHEMIST,J BLOCK SAKET,JC46522,2020-10-22,2020-10-22,Delivered,12452595,IN NSB : Cerelac 5,CERELAC STG5 5Grains & Veg 300g,12452595,CERELAC STG5 5Grains & Veg 24x300g N1 IN,Batch 02570453A8M-02570453A8,267,207.58832,2,415.17664,0,0,0,0,0,0,74.7318,489.90844
Detail ,,AMIT,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH:Chemists - A,582204010150,GIRDH PHARMA,LSC MARKET PUSPA VIHAR,JC46513,2020-10-22,2020-10-22,Delivered,12452595,IN NSB : Cerelac 5,CERELAC STG5 5Grains & Veg 300g,12452595,CERELAC STG5 5Grains & Veg 24x300g N1 IN,Batch 02570453A8M-02570453A8,267,207.58832,1,207.58832,0,0,0,0,0,0,37.3659,244.95422
Detail ,,RAKESH,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH:Chemists - A,582204000006,JAGDAMBA MEDICO,6 R BLK GK1,JC46509,2020-10-22,2020-10-22,Delivered,12453040,IN NSB : Cerelac 2,CERELAC STAGE 2 Whe App Chry BIB 300g,12453040,CERL STA2 WheAppChry Poshan24x300g N1 IN,Batch 02620453A8M-02620453A8,220,171.04656,2,342.09312,0,0,0,0,0,0,61.57676,403.66988
Detail ,,Vikash,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH:Chemists - A,582204000171,PUNIT MEDICOS,1712-B/5,JC46474,2020-10-22,2020-10-22,Delivered,12453040,IN NSB : Cerelac 2,CERELAC STAGE 2 Whe App Chry BIB 300g,12453040,CERL STA2 WheAppChry Poshan24x300g N1 IN,Batch 02530453A8M-02530453A8,220,171.04656,1,171.04656,0,0,0,0,0,0,30.78838,201.83494
Detail ,,Neeraj,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH:Chemists - A,582204000176,ISSAR MEDICOS,"361/4, GOVINDPURI, KALKAJI",JC46493,2020-10-22,2020-10-22,Delivered,12453040,IN NSB : Cerelac 2,CERELAC STAGE 2 Whe App Chry BIB 300g,12453040,CERL STA2 WheAppChry Poshan24x300g N1 IN,Batch 02620453A8M-02620453A8,220,171.04656,2,342.09312,0,0,0,0,0,0,61.57676,403.66988
Detail ,,Neeraj,PS:PLANNED SHOPPING,SM:Supermarkets,T3:Tier 3,582204000183,VALUE  BAZAR,"25-A/1, GOVINDPURI, KALKAJI, NEW DELHI-19",JC46496,2020-10-22,2020-10-22,Delivered,12453040,IN NSB : Cerelac 2,CERELAC STAGE 2 Whe App Chry BIB 300g,12453040,CERL STA2 WheAppChry Poshan24x300g N1 IN,Batch 02770453A4M-02770453A4,229,178.04391,2,356.08782,0,0,0,0,0,0,64.09581,420.18363
Detail ,,Vikash,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH1:Chemists - B,582204000186,D R CHEMIST,"1770-A/4, GALI NO 8, G.F , GOVINDPURI EXTN,",JC46482,2020-10-22,2020-10-22,Delivered,12453040,IN NSB : Cerelac 2,CERELAC STAGE 2 Whe App Chry BIB 300g,12453040,CERL STA2 WheAppChry Poshan24x300g N1 IN,Batch 02530453A8M-02530453A8,220,171.04656,2,342.09312,0,0,0,0,0,0,61.57676,403.66988
Detail ,,Vikash,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH1:Chemists - B,582204000186,D R CHEMIST,"1770-A/4, GALI NO 8, G.F , GOVINDPURI EXTN,",JC46482,2020-10-22,2020-10-22,Delivered,12453040,IN NSB : Cerelac 2,CERELAC STAGE 2 Whe App Chry BIB 300g,12453040,CERL STA2 WheAppChry Poshan24x300g N1 IN,Batch 02620453A8M-02620453A8,220,171.04656,1,171.04656,0,0,0,0,0,0,30.78838,201.83494
Detail ,,Narsingh,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH:Chemists - A,582204010043,MAXIMUM HELP PHARMACY,"155-A HAUZ RANI ,OPP.MAX HOSPITAL SAKET",JC46567,2020-10-22,2020-10-22,Delivered,12453040,IN NSB : Cerelac 2,CERELAC STAGE 2 Whe App Chry BIB 300g,12453040,CERL STA2 WheAppChry Poshan24x300g N1 IN,Batch 02770453A4M-02770453A4,229,178.04391,1,178.04391,0,0,0,0,0,0,32.0479,210.09181
Detail ,,Narsingh,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH:Chemists - A,582204010139,SHIVAM MEDICOS,GUPTA MARKET PUSHPAVIHAR 5,JC46573,2020-10-22,2020-10-22,Delivered,12453040,IN NSB : Cerelac 2,CERELAC STAGE 2 Whe App Chry BIB 300g,12453040,CERL STA2 WheAppChry Poshan24x300g N1 IN,Batch 02770453A4M-02770453A4,229,178.04391,1,178.04391,0,0,0,0,0,0,32.0479,210.09181
Detail ,,AMIT,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH:Chemists - A,582204010150,GIRDH PHARMA,LSC MARKET PUSPA VIHAR,JC46513,2020-10-22,2020-10-22,Delivered,12453040,IN NSB : Cerelac 2,CERELAC STAGE 2 Whe App Chry BIB 300g,12453040,CERL STA2 WheAppChry Poshan24x300g N1 IN,Batch 02620453A8M-02620453A8,220,171.04656,2,342.09312,0,0,0,0,0,0,61.57676,403.66988
Detail ,,Narsingh,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH:Chemists - A,582204010223,PORVOO HOME HEATHCARE PVT. LTD.,"26A, 25B HAUZ RANI",JC46571,2020-10-22,2020-10-22,Delivered,12453040,IN NSB : Cerelac 2,CERELAC STAGE 2 Whe App Chry BIB 300g,12453040,CERL STA2 WheAppChry Poshan24x300g N1 IN,Batch 02770453A4M-02770453A4,229,178.04391,2,356.08782,0,0,0,0,0,0,64.09581,420.18363
Detail ,,Narsingh,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH1:Chemists - B,582204010537,sk madical cose,93 sk madical,JC46574,2020-10-22,2020-10-22,Delivered,12453040,IN NSB : Cerelac 2,CERELAC STAGE 2 Whe App Chry BIB 300g,12453040,CERL STA2 WheAppChry Poshan24x300g N1 IN,Batch 02770453A4M-02770453A4,229,178.04391,1,178.04391,0,0,0,0,0,0,32.0479,210.09181
